id_venta,fecha,id_cliente,id_vendedor,id_producto,tipo_producto,cantidad,precio_unitario,importe
4279,24/04/2026,2810,70,183,gafas,1,64.9,64.9
4280,10/02/2026,2531,65,158,gafas,1,139.9,139.9
4281,13/01/2026,685,137,131,gafas,3,89.9,269.7
4282,15/11/2025,418,7,193,gafas,1,45.9,45.9
4283,17/04/2026,2804,64,150,gafas,2,109.9,219.8
4284,19/09/2025,887,65,153,gafas,2,99.9,199.8
4285,22/10/2025,1479,109,82,gafas,3,79.9,239.7
4286,10/01/2025,1717,73,194,gafas,2,99.9,199.8
4287,18/02/2026,1232,136,202,gafas,2,99.9,199.8
4288,5/02/2025,2671,68,41,gafas,3,59.9,179.7
4289,17/05/2025,1177,81,15,gafas,3,49.9,149.7
4290,13/10/2025,2387,58,202,gafas,2,99.9,199.8
4291,10/05/2025,2196,4,192,gafas,2,45.9,91.8
4292,20/02/2026,2935,58,132,gafas,1,99.9,99.9
4293,23/07/2025,89,89,155,gafas,2,139.9,279.8
4294,19/01/2025,1608,101,79,gafas,3,79.9,239.7
4295,6/01/2025,800,115,1050,lentillas,3,33,99
4296,8/07/2025,771,86,150,gafas,2,109.9,219.8
4297,17/02/2025,2750,10,50,gafas,3,49.9,149.7
4298,9/02/2025,464,53,1044,lentillas,1,88.5,88.5
4299,6/02/2025,538,127,97,gafas,2,84.9,169.8
4300,20/09/2025,1945,27,1027,lentillas,2,16.5,33
4301,9/03/2025,965,6,1026,lentillas,2,16.5,33
4302,29/03/2025,1605,98,179,gafas,3,84.9,254.7
4303,19/09/2025,2027,109,149,gafas,2,109.9,219.8
4304,9/03/2025,2746,6,193,gafas,3,45.9,137.7
4305,24/06/2025,2212,20,19,gafas,1,89.9,89.9
4306,27/07/2025,2868,128,151,gafas,2,99.9,199.8
4307,8/06/2025,2734,131,54,gafas,3,49.9,149.7
4308,18/12/2025,1787,6,10,gafas,3,79.9,239.7
4309,10/11/2025,1873,92,193,gafas,3,45.9,137.7
4310,22/09/2025,1712,68,182,gafas,1,84.9,84.9
4311,23/06/2025,1426,56,125,gafas,1,49.9,49.9
4312,25/03/2026,1064,105,155,gafas,2,139.9,279.8
4313,24/04/2026,1100,4,75,gafas,1,99.9,99.9
4314,23/02/2026,2558,92,55,gafas,2,29.9,59.8
4315,23/10/2025,2961,84,45,gafas,2,59.9,119.8
4316,24/04/2026,772,87,114,gafas,2,49.9,99.8
4317,6/10/2025,1774,130,187,gafas,1,89.9,89.9
4318,21/01/2026,2242,50,1037,lentillas,3,16.5,49.5
4319,23/02/2025,2030,112,125,gafas,2,49.9,99.8
4320,20/09/2025,2955,78,165,gafas,3,84.9,254.7
4321,5/05/2025,2186,131,25,gafas,2,49.9,99.8
4322,22/03/2025,2754,14,103,gafas,2,84.9,169.8
4323,16/04/2025,2384,55,200,gafas,2,109.9,219.8
4324,24/03/2026,398,124,119,gafas,2,49.9,99.8
4325,24/04/2026,832,10,8,gafas,1,79.9,79.9
4326,10/11/2025,897,75,1003,lentillas,2,54.5,109
4327,22/08/2025,522,111,62,gafas,2,89.9,179.8
4328,14/09/2025,2218,26,30,gafas,3,59.9,179.7
4329,17/02/2026,188,51,29,gafas,2,59.9,119.8
4330,8/03/2025,103,103,99,gafas,3,84.9,254.7
4331,24/04/2026,1166,70,139,gafas,3,49.9,149.7
4332,26/03/2025,807,122,141,gafas,2,49.9,99.8
4333,24/04/2026,637,89,44,gafas,3,69.9,209.7
4334,22/04/2025,1432,62,211,gafas,3,79.9,239.7
4335,7/02/2026,39,39,1051,lentillas,2,39.5,79
4336,13/06/2025,254,117,77,gafas,3,99.9,299.7
4337,6/02/2026,2131,76,85,gafas,2,109.9,219.8
4338,24/04/2026,978,19,1029,lentillas,1,39,39
4339,16/12/2025,171,34,1,gafas,2,89.9,179.8
4340,26/03/2026,2440,111,1032,lentillas,2,24,48
4341,1/04/2025,2662,59,170,gafas,3,84.9,254.7
4342,21/04/2025,582,34,145,gafas,3,79.9,239.7
4343,21/01/2025,1256,23,167,gafas,3,84.9,254.7
4344,21/09/2025,678,130,96,gafas,1,84.9,84.9
4345,3/04/2026,1635,128,1037,lentillas,1,16.5,16.5
4346,24/04/2026,1763,119,54,gafas,1,49.9,49.9
4347,29/07/2025,2965,88,1004,lentillas,2,54.5,109
4348,24/04/2026,1094,135,182,gafas,1,84.9,84.9
4349,24/04/2026,1938,20,201,gafas,1,109.9,109.9
4350,10/11/2025,1433,63,111,gafas,1,84.9,84.9
4351,27/08/2025,2393,64,127,gafas,2,79.9,159.8
4352,14/07/2025,1821,40,76,gafas,1,79.9,79.9
4353,3/02/2025,786,101,161,gafas,1,79.9,79.9
4354,24/04/2026,2328,136,167,gafas,2,84.9,169.8
4355,28/09/2025,595,47,72,gafas,2,89.9,179.8
4356,7/12/2025,1346,113,72,gafas,3,89.9,269.7
4357,24/05/2025,1235,2,117,gafas,3,49.9,149.7
4358,24/04/2026,2767,27,1015,lentillas,2,22.5,45
4359,4/02/2025,2022,104,101,gafas,2,64.9,129.8
4360,15/09/2025,866,44,170,gafas,3,84.9,254.7
4361,20/09/2025,1790,9,205,gafas,2,129.9,259.8
4362,19/07/2025,2174,119,114,gafas,2,49.9,99.8
4363,27/07/2025,2393,64,55,gafas,3,29.9,89.7
4364,29/01/2026,1256,23,158,gafas,2,139.9,279.8
4365,19/11/2025,2101,46,13,gafas,1,49.9,49.9
4366,25/01/2025,1616,109,23,gafas,3,59.9,179.7
4367,3/03/2025,1252,19,6,gafas,1,89.9,89.9
4368,26/10/2025,889,67,102,gafas,3,64.9,194.7
4369,15/11/2025,2419,90,26,gafas,3,49.9,149.7
4370,5/03/2026,820,135,35,gafas,2,89.9,179.8
4371,22/04/2025,696,11,50,gafas,3,49.9,149.7
4372,11/06/2025,2391,62,184,gafas,1,84.9,84.9
4373,4/04/2025,1216,120,178,gafas,2,64.9,129.8
4374,1/03/2026,2338,9,1007,lentillas,3,10,30
4375,15/03/2026,910,88,147,gafas,3,99.9,299.7
4376,2/09/2025,1903,122,41,gafas,1,59.9,59.9
4377,21/03/2025,2561,95,77,gafas,2,99.9,199.8
4378,8/07/2025,2171,116,36,gafas,3,89.9,269.7
4379,10/12/2025,1076,117,152,gafas,3,99.9,299.7
4380,2/02/2026,445,34,213,gafas,2,79.9,159.8
4381,7/09/2025,147,10,135,gafas,1,49.9,49.9
4382,8/04/2026,2873,133,205,gafas,3,129.9,389.7
4383,6/01/2025,227,90,1029,lentillas,1,39,39
4384,7/06/2025,335,61,97,gafas,2,84.9,169.8
4385,19/02/2025,478,67,179,gafas,1,84.9,84.9
4386,27/02/2026,817,132,96,gafas,2,84.9,169.8
4387,2/03/2026,2051,133,1002,lentillas,3,54.5,163.5
4388,3/09/2025,2547,81,71,gafas,3,89.9,269.7
4389,24/04/2026,1159,63,58,gafas,3,29.9,89.7
4390,10/03/2026,12,12,74,gafas,1,99.9,99.9
4391,25/09/2025,1575,68,192,gafas,3,45.9,137.7
4392,6/10/2025,797,112,31,gafas,1,89.9,89.9
4393,5/07/2025,1001,42,87,gafas,1,109.9,109.9
4394,23/10/2025,1251,18,130,gafas,3,89.9,269.7
4395,6/11/2025,2948,71,179,gafas,1,84.9,84.9
4396,30/07/2025,142,5,44,gafas,3,69.9,209.7
4397,13/01/2025,1150,54,209,gafas,2,69.9,139.8
4398,10/04/2025,983,24,142,gafas,1,49.9,49.9
4399,30/01/2026,1186,90,168,gafas,3,84.9,254.7
4400,8/04/2025,2992,115,1021,lentillas,2,73.5,147
4401,23/07/2025,2369,40,149,gafas,2,109.9,219.8
4402,24/04/2026,1779,135,117,gafas,3,49.9,149.7
4403,24/04/2026,28,28,192,gafas,3,45.9,137.7
4404,16/04/2025,564,16,1004,lentillas,1,54.5,54.5
4405,6/08/2025,65,65,1019,lentillas,3,16.5,49.5
4406,28/03/2025,956,134,113,gafas,3,64.9,194.7
4407,2/01/2025,1933,15,1014,lentillas,1,64.5,64.5
4408,16/11/2025,2890,13,1025,lentillas,1,16.5,16.5
4409,3/05/2025,2851,111,90,gafas,2,139.9,279.8
4410,15/09/2025,12,12,132,gafas,3,99.9,299.7
4411,24/04/2026,2602,136,1023,lentillas,3,20.5,61.5
4412,4/10/2025,1338,105,1004,lentillas,3,54.5,163.5
4413,10/09/2025,2265,73,154,gafas,3,139.9,419.7
4414,1/02/2026,2041,123,116,gafas,2,49.9,99.8
4415,31/03/2025,2306,114,19,gafas,2,89.9,179.8
4416,24/04/2026,477,66,206,gafas,1,129.9,129.9
4417,30/06/2025,1209,113,130,gafas,2,89.9,179.8
4418,20/12/2025,56,56,142,gafas,1,49.9,49.9
4419,11/02/2025,484,73,1027,lentillas,2,16.5,33
4420,19/11/2025,168,31,1002,lentillas,1,54.5,54.5
4421,16/08/2025,1136,40,169,gafas,3,84.9,254.7
4422,27/01/2025,1322,89,1050,lentillas,3,33,99
4423,3/03/2025,1359,126,10,gafas,3,79.9,239.7
4424,5/10/2025,2942,65,66,gafas,1,89.9,89.9
4425,24/04/2026,1359,126,71,gafas,3,89.9,269.7
4426,14/03/2025,66,66,172,gafas,3,64.9,194.7
4427,15/06/2025,1410,40,118,gafas,1,49.9,49.9
4428,17/10/2025,1736,92,124,gafas,3,49.9,149.7
4429,23/07/2025,2513,47,131,gafas,3,89.9,269.7
4430,8/03/2026,2758,18,33,gafas,2,69.9,139.8
4431,24/04/2026,1333,100,25,gafas,1,49.9,49.9
4432,5/02/2025,398,124,1053,lentillas,3,7.5,22.5
4433,20/01/2026,1669,25,26,gafas,3,49.9,149.7
4434,27/04/2025,2300,108,127,gafas,2,79.9,159.8
4435,27/03/2026,1437,67,1026,lentillas,2,16.5,33
4436,2/01/2026,1452,82,142,gafas,2,49.9,99.8
4437,30/08/2025,1793,12,1015,lentillas,2,22.5,45
4438,30/11/2025,741,56,2,gafas,3,89.9,269.7
4439,10/01/2025,2002,84,125,gafas,2,49.9,99.8
4440,7/04/2025,1744,100,139,gafas,1,49.9,49.9
4441,24/04/2026,106,106,1039,lentillas,3,16.5,49.5
4442,25/01/2025,2674,71,1030,lentillas,1,44,44
4443,19/10/2025,450,39,146,gafas,2,79.9,159.8
4444,31/01/2025,1566,59,1002,lentillas,3,54.5,163.5
4445,10/05/2025,2643,40,1037,lentillas,3,16.5,49.5
4446,28/05/2025,2941,64,1034,lentillas,1,34,34
4447,24/04/2026,2834,94,1035,lentillas,2,16.5,33
4448,2/07/2025,2262,70,62,gafas,3,89.9,269.7
4449,18/07/2025,1316,83,5,gafas,3,89.9,269.7
4450,24/03/2026,2972,95,1049,lentillas,1,19.9,19.9
4451,10/01/2026,786,101,128,gafas,3,79.9,239.7
4452,24/04/2026,2448,119,197,gafas,2,119.9,239.8
4453,11/05/2025,1676,32,170,gafas,2,84.9,169.8
4454,3/04/2025,2670,67,128,gafas,2,79.9,159.8
4455,22/02/2025,542,131,180,gafas,3,84.9,254.7
4456,30/06/2025,2678,75,57,gafas,2,29.9,59.8
4457,4/01/2026,239,102,87,gafas,1,109.9,109.9
4458,16/04/2026,2311,119,105,gafas,3,84.9,254.7
4459,24/03/2025,1434,64,58,gafas,3,29.9,89.7
4460,18/02/2026,2461,132,5,gafas,2,89.9,179.8
4461,24/12/2025,803,118,1010,lentillas,2,6,12
4462,24/04/2026,1230,134,142,gafas,2,49.9,99.8
4463,2/08/2025,1877,96,36,gafas,1,89.9,89.9
4464,8/04/2026,808,123,64,gafas,1,89.9,89.9
4465,22/03/2026,1531,24,109,gafas,2,84.9,169.8
4466,24/04/2026,2567,101,164,gafas,2,89.9,179.8
4467,22/07/2025,226,89,1055,lentillas,2,19,38
4468,8/07/2025,1524,17,201,gafas,3,109.9,329.7
4469,24/04/2026,668,120,41,gafas,3,59.9,179.7
4470,25/02/2025,2289,97,192,gafas,1,45.9,45.9
4471,23/01/2025,1923,5,170,gafas,1,84.9,84.9
4472,24/04/2026,190,53,201,gafas,3,109.9,329.7
4473,18/09/2025,2298,106,1048,lentillas,3,19.9,59.7
4474,24/04/2026,2769,29,92,gafas,1,139.9,139.9
4475,24/04/2026,975,16,61,gafas,1,29.9,29.9
4476,15/05/2025,146,9,176,gafas,2,84.9,169.8
4477,29/03/2026,533,122,151,gafas,1,99.9,99.9
4478,18/02/2026,823,1,123,gafas,3,49.9,149.7
4479,25/01/2025,2850,110,23,gafas,2,59.9,119.8
4480,5/11/2025,244,107,184,gafas,2,84.9,169.8
4481,25/07/2025,1077,118,75,gafas,3,99.9,299.7
4482,23/01/2025,1957,39,1017,lentillas,1,16.5,16.5
4483,13/04/2026,957,135,140,gafas,2,49.9,99.8
4484,7/02/2025,2764,24,213,gafas,2,79.9,159.8
4485,10/03/2025,542,131,165,gafas,2,84.9,169.8
4486,5/03/2026,1063,104,126,gafas,3,49.9,149.7
4487,2/11/2025,1493,123,25,gafas,1,49.9,49.9
4488,8/04/2026,745,60,188,gafas,2,89.9,179.8
4489,20/09/2025,313,39,133,gafas,2,99.9,199.8
4490,5/08/2025,701,16,191,gafas,1,69.9,69.9
4491,25/02/2025,418,7,49,gafas,2,49.9,99.8
4492,24/04/2026,1186,90,1050,lentillas,3,33,99
4493,5/05/2025,425,14,187,gafas,3,89.9,269.7
4494,22/12/2025,2926,49,57,gafas,1,29.9,29.9
4495,24/04/2026,1430,60,147,gafas,3,99.9,299.7
4496,19/02/2025,1751,107,128,gafas,3,79.9,239.7
4497,19/12/2025,1031,72,1048,lentillas,3,19.9,59.7
4498,1/02/2026,397,123,24,gafas,2,49.9,99.8
4499,8/05/2025,594,46,196,gafas,1,119.9,119.9
4500,15/12/2025,433,22,115,gafas,2,49.9,99.8
4501,7/04/2026,2085,30,148,gafas,1,99.9,99.9
4502,17/06/2025,2533,67,1017,lentillas,3,16.5,49.5
4503,21/12/2025,2914,37,152,gafas,2,99.9,199.8
4504,13/10/2025,1703,59,192,gafas,1,45.9,45.9
4505,6/09/2025,1611,104,169,gafas,3,84.9,254.7
4506,2/04/2025,2533,67,1020,lentillas,3,55.5,166.5
4507,23/02/2026,2236,44,147,gafas,2,99.9,199.8
4508,21/11/2025,196,59,129,gafas,1,79.9,79.9
4509,17/08/2025,2614,11,91,gafas,3,139.9,419.7
4510,14/03/2026,2146,91,1042,lentillas,1,16.5,16.5
4511,19/03/2025,2368,39,1024,lentillas,2,25.5,51
4512,20/05/2025,2318,126,192,gafas,3,45.9,137.7
4513,15/11/2025,1539,32,170,gafas,1,84.9,84.9
4514,26/12/2025,70,70,158,gafas,1,139.9,139.9
4515,6/10/2025,2849,109,1041,lentillas,1,16.5,16.5
4516,24/04/2026,2553,87,75,gafas,2,99.9,199.8
4517,16/04/2026,2825,85,193,gafas,3,45.9,137.7
4518,19/08/2025,711,26,1054,lentillas,3,15.5,46.5
4519,3/02/2025,338,64,180,gafas,2,84.9,169.8
4520,13/09/2025,946,124,3,gafas,2,69.9,139.8
4521,31/03/2025,172,35,1040,lentillas,3,16.5,49.5
4522,26/03/2025,968,9,41,gafas,1,59.9,59.9
4523,19/01/2026,2854,114,1055,lentillas,2,19,38
4524,3/11/2025,1987,69,201,gafas,2,109.9,219.8
4525,23/08/2025,1719,75,1023,lentillas,2,20.5,41
4526,24/04/2026,3000,123,199,gafas,2,109.9,219.8
4527,26/06/2025,833,11,46,gafas,2,59.9,119.8
4528,15/01/2026,2561,95,112,gafas,2,64.9,129.8
4529,16/02/2025,942,120,1052,lentillas,1,10,10
4530,24/04/2026,2597,131,176,gafas,3,84.9,254.7
4531,24/04/2026,2848,108,107,gafas,2,84.9,169.8
4532,6/09/2025,113,113,73,gafas,2,99.9,199.8
4533,29/01/2026,2718,115,75,gafas,1,99.9,99.9
4534,24/04/2026,222,85,1042,lentillas,1,16.5,16.5
4535,4/09/2025,1385,15,113,gafas,3,64.9,194.7
4536,7/10/2025,2011,93,119,gafas,3,49.9,149.7
4537,29/07/2025,2242,50,213,gafas,2,79.9,159.8
4538,15/11/2025,2388,59,86,gafas,3,109.9,329.7
4539,24/02/2026,1914,133,1,gafas,3,89.9,269.7
4540,10/04/2025,678,130,29,gafas,2,59.9,119.8
4541,24/04/2026,818,133,204,gafas,2,129.9,259.8
4542,17/03/2026,1229,133,164,gafas,1,89.9,89.9
4543,12/01/2026,1119,23,126,gafas,2,49.9,99.8
4544,31/03/2025,1370,137,1048,lentillas,1,19.9,19.9
4545,24/04/2026,983,24,101,gafas,1,64.9,64.9
4546,24/04/2026,814,129,127,gafas,1,79.9,79.9
4547,12/01/2025,1401,31,97,gafas,1,84.9,84.9
4548,24/04/2026,1438,68,189,gafas,2,69.9,139.8
4549,3/10/2025,1519,12,143,gafas,2,79.9,159.8
4550,17/02/2025,2868,128,1007,lentillas,1,10,10
4551,28/02/2025,2292,100,19,gafas,3,89.9,269.7
4552,16/05/2025,2291,99,30,gafas,1,59.9,59.9
4553,28/08/2025,1967,49,38,gafas,1,79.9,79.9
4554,3/01/2025,1766,122,37,gafas,1,79.9,79.9
4555,18/05/2025,1589,82,201,gafas,3,109.9,329.7
4556,1/01/2025,1951,33,1048,lentillas,3,19.9,59.7
4557,17/11/2025,905,83,168,gafas,2,84.9,169.8
4558,30/05/2025,2413,84,1029,lentillas,2,39,78
4559,24/04/2026,2517,51,41,gafas,2,59.9,119.8
4560,3/03/2025,2316,124,167,gafas,3,84.9,254.7
4561,4/03/2025,2156,101,102,gafas,3,64.9,194.7
4562,20/08/2025,2563,97,177,gafas,3,84.9,254.7
4563,4/01/2026,445,34,1055,lentillas,3,19,57
4564,14/09/2025,371,97,1,gafas,3,89.9,269.7
4565,8/03/2025,993,34,187,gafas,3,89.9,269.7
4566,24/04/2026,1389,19,109,gafas,2,84.9,169.8
4567,2/04/2025,1731,87,1039,lentillas,2,16.5,33
4568,3/10/2025,444,33,60,gafas,3,29.9,89.7
4569,4/08/2025,1416,46,2,gafas,3,89.9,269.7
4570,27/02/2026,1891,110,83,gafas,2,109.9,219.8
4571,2/02/2026,586,38,150,gafas,2,109.9,219.8
4572,24/04/2026,2164,109,41,gafas,2,59.9,119.8
4573,17/01/2025,610,62,1015,lentillas,3,22.5,67.5
4574,23/10/2025,1084,125,43,gafas,3,89.9,269.7
4575,24/04/2026,1161,65,188,gafas,3,89.9,269.7
4576,13/08/2025,1643,136,17,gafas,2,59.9,119.8
4577,25/10/2025,813,128,28,gafas,1,59.9,59.9
4578,15/08/2025,308,34,59,gafas,2,29.9,59.8
4579,23/05/2025,207,70,4,gafas,3,89.9,269.7
4580,15/03/2026,2504,38,211,gafas,1,79.9,79.9
4581,28/01/2026,2318,126,136,gafas,2,49.9,99.8
4582,15/01/2026,1892,111,1046,lentillas,1,16.5,16.5
4583,16/06/2025,648,100,146,gafas,1,79.9,79.9
4584,28/02/2025,2877,137,80,gafas,2,79.9,159.8
4585,1/08/2025,1825,44,202,gafas,3,99.9,299.7
4586,16/04/2026,2118,63,148,gafas,2,99.9,199.8
4587,22/04/2025,2724,121,138,gafas,2,49.9,99.8
4588,16/03/2025,1683,39,108,gafas,2,84.9,169.8
4589,17/09/2025,470,59,1039,lentillas,3,16.5,49.5
4590,8/04/2026,2111,56,1022,lentillas,1,43.5,43.5
4591,18/08/2025,1466,96,211,gafas,1,79.9,79.9
4592,21/12/2025,2829,89,175,gafas,3,84.9,254.7
4593,4/10/2025,1296,63,178,gafas,3,64.9,194.7
4594,28/11/2025,2208,16,139,gafas,1,49.9,49.9
4595,22/08/2025,191,54,74,gafas,3,99.9,299.7
4596,13/05/2025,2482,16,1050,lentillas,2,33,66
4597,28/11/2025,1489,119,1052,lentillas,3,10,30
4598,18/02/2025,728,43,203,gafas,3,129.9,389.7
4599,1/04/2025,2023,105,87,gafas,3,109.9,329.7
4600,24/04/2026,419,8,1004,lentillas,3,54.5,163.5
4601,8/06/2025,514,103,112,gafas,2,64.9,129.8
4602,5/02/2026,969,10,200,gafas,1,109.9,109.9
4603,17/12/2025,1407,37,1024,lentillas,3,25.5,76.5
4604,4/11/2025,1842,61,192,gafas,2,45.9,91.8
4605,20/04/2025,247,110,101,gafas,3,64.9,194.7
4606,24/04/2026,1863,82,34,gafas,1,89.9,89.9
4607,6/10/2025,1166,70,27,gafas,1,59.9,59.9
4608,6/01/2025,2191,136,37,gafas,2,79.9,159.8
4609,4/04/2025,2891,14,157,gafas,2,139.9,279.8
4610,26/09/2025,1562,55,133,gafas,1,99.9,99.9
4611,30/08/2025,650,102,86,gafas,3,109.9,329.7
4612,12/01/2026,1019,60,170,gafas,1,84.9,84.9
4613,4/04/2025,1186,90,173,gafas,2,64.9,129.8
4614,22/02/2026,1258,25,111,gafas,2,84.9,169.8
4615,3/11/2025,548,137,1023,lentillas,2,20.5,41
4616,28/10/2025,304,30,149,gafas,3,109.9,329.7
4617,14/02/2025,2595,129,1049,lentillas,2,19.9,39.8
4618,21/11/2025,240,103,1040,lentillas,3,16.5,49.5
4619,21/01/2026,2662,59,195,gafas,2,99.9,199.8
4620,12/02/2026,1545,38,94,gafas,1,79.9,79.9
4621,26/07/2025,1374,4,26,gafas,3,49.9,149.7
4622,9/01/2026,2685,82,69,gafas,1,89.9,89.9
4623,20/10/2025,1983,65,1031,lentillas,2,44,88
4624,10/02/2025,1248,15,190,gafas,3,69.9,209.7
4625,3/03/2026,1266,33,211,gafas,3,79.9,239.7
4626,19/03/2025,672,124,185,gafas,2,64.9,129.8
4627,29/03/2026,594,46,53,gafas,2,49.9,99.8
4628,26/09/2025,1293,60,170,gafas,1,84.9,84.9
4629,30/04/2025,2414,85,66,gafas,3,89.9,269.7
4630,17/10/2025,143,6,195,gafas,2,99.9,199.8
4631,24/04/2026,1856,75,49,gafas,3,49.9,149.7
4632,20/09/2025,2935,58,185,gafas,2,64.9,129.8
4633,7/05/2025,1022,63,151,gafas,1,99.9,99.9
4634,4/10/2025,2369,40,197,gafas,1,119.9,119.9
4635,24/04/2026,632,84,61,gafas,2,29.9,59.8
4636,7/02/2025,88,88,1051,lentillas,2,39.5,79
4637,2/06/2025,1545,38,90,gafas,3,139.9,419.7
4638,16/11/2025,2847,107,1033,lentillas,1,66.5,66.5
4639,18/04/2026,218,81,115,gafas,3,49.9,149.7
4640,4/01/2026,1458,88,178,gafas,2,64.9,129.8
4641,11/04/2025,719,34,120,gafas,3,49.9,149.7
4642,5/01/2026,2041,123,179,gafas,1,84.9,84.9
4643,20/04/2025,1995,77,136,gafas,2,49.9,99.8
4644,9/04/2026,2422,93,1016,lentillas,1,31,31
4645,14/03/2026,2784,44,141,gafas,1,49.9,49.9
4646,26/11/2025,2016,98,75,gafas,1,99.9,99.9
4647,16/02/2025,301,27,159,gafas,3,89.9,269.7
4648,24/04/2026,618,70,96,gafas,1,84.9,84.9
4649,15/09/2025,1443,73,35,gafas,1,89.9,89.9
4650,19/01/2026,2953,76,28,gafas,2,59.9,119.8
4651,4/03/2025,196,59,212,gafas,2,79.9,159.8
4652,2/06/2025,1832,51,205,gafas,2,129.9,259.8
4653,3/09/2025,457,46,208,gafas,1,69.9,69.9
4654,15/12/2025,2580,114,17,gafas,2,59.9,119.8
4655,17/02/2026,2100,45,193,gafas,3,45.9,137.7
4656,11/10/2025,753,68,110,gafas,1,84.9,84.9
4657,6/02/2025,1791,10,1011,lentillas,1,6.5,6.5
4658,2/10/2025,1007,48,196,gafas,3,119.9,359.7
4659,22/01/2025,879,57,206,gafas,1,129.9,129.9
4660,3/11/2025,1998,80,46,gafas,3,59.9,179.7
4661,10/05/2025,1858,77,100,gafas,2,64.9,129.8
4662,5/01/2026,2899,22,24,gafas,1,49.9,49.9
4663,23/12/2025,230,93,185,gafas,1,64.9,64.9
4664,5/08/2025,511,100,28,gafas,3,59.9,179.7
4665,19/08/2025,2943,66,2,gafas,1,89.9,89.9
4666,16/06/2025,291,17,157,gafas,2,139.9,279.8
4667,17/03/2026,2085,30,10,gafas,2,79.9,159.8
4668,9/09/2025,2346,17,58,gafas,3,29.9,89.7
4669,24/04/2026,2701,98,17,gafas,3,59.9,179.7
4670,12/07/2025,2642,39,18,gafas,1,59.9,59.9
4671,24/04/2026,1779,135,139,gafas,2,49.9,99.8
4672,27/02/2026,2937,60,154,gafas,1,139.9,139.9
4673,29/06/2025,2640,37,1015,lentillas,1,22.5,22.5
4674,27/01/2025,1205,109,1023,lentillas,3,20.5,61.5
4675,1/06/2025,94,94,36,gafas,2,89.9,179.8
4676,4/07/2025,2145,90,126,gafas,1,49.9,49.9
4677,23/05/2025,913,91,1050,lentillas,1,33,33
4678,20/08/2025,2919,42,187,gafas,3,89.9,269.7
4679,23/04/2025,2736,133,200,gafas,1,109.9,109.9
4680,24/04/2026,458,47,207,gafas,2,129.9,259.8
4681,24/04/2026,668,120,112,gafas,2,64.9,129.8
4682,4/02/2025,2518,52,162,gafas,1,79.9,79.9
4683,15/04/2025,2629,26,144,gafas,1,79.9,79.9
4684,31/03/2026,1199,103,143,gafas,2,79.9,159.8
4685,28/11/2025,2726,123,171,gafas,2,64.9,129.8
4686,15/01/2025,2624,21,209,gafas,1,69.9,69.9
4687,27/02/2025,556,8,1043,lentillas,3,49.5,148.5
4688,19/03/2026,2466,137,141,gafas,2,49.9,99.8
4689,31/07/2025,452,41,106,gafas,2,84.9,169.8
4690,17/04/2026,136,136,120,gafas,3,49.9,149.7
4691,27/08/2025,2032,114,79,gafas,3,79.9,239.7
4692,3/06/2025,2587,121,179,gafas,2,84.9,169.8
4693,30/03/2026,1348,115,167,gafas,2,84.9,169.8
4694,25/03/2026,888,66,171,gafas,2,64.9,129.8
4695,6/10/2025,2050,132,1009,lentillas,3,7.5,22.5
4696,7/04/2026,1146,50,200,gafas,2,109.9,219.8
4697,12/10/2025,932,110,203,gafas,1,129.9,129.9
4698,5/05/2025,961,2,13,gafas,3,49.9,149.7
4699,24/02/2025,277,3,200,gafas,1,109.9,109.9
4700,29/03/2025,69,69,54,gafas,3,49.9,149.7
4701,26/11/2025,1637,130,1006,lentillas,3,19.5,58.5
4702,11/02/2025,634,86,1003,lentillas,1,54.5,54.5
4703,24/04/2026,177,40,42,gafas,1,59.9,59.9
4704,21/01/2026,2352,23,1018,lentillas,2,16.5,33
4705,7/06/2025,1640,133,74,gafas,2,99.9,199.8
4706,22/04/2025,112,112,178,gafas,2,64.9,129.8
4707,4/04/2026,231,94,144,gafas,1,79.9,79.9
4708,19/02/2026,687,2,184,gafas,2,84.9,169.8
4709,6/05/2025,1739,95,1013,lentillas,1,45.5,45.5
4710,14/01/2026,1365,132,211,gafas,2,79.9,159.8
4711,24/04/2026,1126,30,125,gafas,1,49.9,49.9
4712,27/03/2026,2196,4,175,gafas,3,84.9,254.7
4713,23/03/2026,2570,104,199,gafas,1,109.9,109.9
4714,16/08/2025,1025,66,114,gafas,1,49.9,49.9
4715,12/03/2026,539,128,1016,lentillas,1,31,31
4716,24/04/2026,1090,131,1011,lentillas,1,6.5,6.5
4717,11/02/2025,2208,16,155,gafas,3,139.9,419.7
4718,10/10/2025,2235,43,98,gafas,1,84.9,84.9
4719,10/03/2025,36,36,56,gafas,1,29.9,29.9
4720,16/03/2026,1249,16,157,gafas,3,139.9,419.7
4721,23/09/2025,244,107,1030,lentillas,3,44,132
4722,6/06/2025,715,30,113,gafas,1,64.9,64.9
4723,21/12/2025,2447,118,1032,lentillas,2,24,48
4724,20/12/2025,982,23,9,gafas,3,79.9,239.7
4725,21/10/2025,1746,102,87,gafas,3,109.9,329.7
4726,10/09/2025,1515,8,49,gafas,3,49.9,149.7
4727,3/01/2026,959,137,150,gafas,3,109.9,329.7
4728,1/02/2026,2565,99,135,gafas,2,49.9,99.8
4729,9/10/2025,1357,124,91,gafas,3,139.9,419.7
4730,24/04/2026,308,34,53,gafas,3,49.9,149.7
4731,15/02/2025,2283,91,193,gafas,3,45.9,137.7
